exercise_id,set_order,weight,reps,notes,rpe
1,3,205,2,"",
57,1,90,6,"",
57,2,140,9,"",
57,3,140,7,"",
57,4,140,6,"",
3,1,80,12,"",
3,2,80,12,"",
3,3,80,11,"",
103,1,25,13,"",
103,2,25,12,"",
103,3,25,11,"",
105,1,35,8,"",
105,2,40,12,"",
105,3,40,10,"",
105,4,40,8,"",
110,1,0,10,"",
110,2,0,8,"",
110,3,0,6,"",
101,1,30,12,"",
101,2,30,10,"",
101,3,30,10,"",
53,1,50,12,"",
53,2,60,10,"",
53,3,60,10,"",
68,1,135,13,"",
68,2,135,12,"",
68,3,135,11,"",
27,1,30,17,"",
27,2,30,14,"",
27,3,30,12,"",
60,1,20,14,"",
60,2,20,12,"",
60,3,20,10,"",
40,1,225,3,"",
40,2,225,4,"",
40,3,225,2,"",
72,1,60,14,"",
72,2,60,9,"",
72,3,60,8,"",
4,1,120,12,"",
4,2,120,11,"",
4,3,120,10,"",
57,1,90,6,"",
57,2,140,8,"",
57,3,140,7,"",
57,4,140,6,"",
47,1,45,12,"",
47,2,45,10,"",
47,3,45,9,"",
5,1,145,3,"",
5,2,145,2,"",
5,3,145,2,"",
34,1,35,8,"",
34,2,45,12,"",
34,3,45,10,"",
32,1,35,8,"",
32,2,35,10,"",
32,3,35,8,"",
12,1,22,11,"",
12,2,22,10,"",
12,3,22,10,"",
73,1,0,10,"",
73,2,0,9,"",
73,3,0,9,"",
26,1,15,10,"",
26,2,15,9,"",
26,3,15,8,"",
103,1,30,14,"",
103,2,30,12,"",
103,3,30,12,"",
35,1,85,8,"Smith machine",
35,2,115,10,"",
35,3,115,9,"",
35,4,115,12,"",
13,1,0,11,"",
13,2,0,9,"",
13,3,0,5,"",
91,1,35,9,"",
91,2,35,9,"",
91,3,35,7,"",
106,1,145,12,"",
106,2,165,10,"",
106,3,165,9,"",
38,1,20,10,"",
38,2,20,9,"",
38,3,20,9,"",
78,1,33,10,"",
78,2,33,9,"",
78,3,33,8,"",
1,1,205,4,"",
1,2,205,2,"",
1,3,185,3,"",
19,1,90,8,"",
19,2,230,11,"",
19,3,230,8,"",
19,4,230,5,"",
47,1,45,12,"",
47,2,45,10,"",
47,3,45,9,"",
20,1,145,10,"",
20,2,155,12,"",
20,3,155,12,"",
3,1,105,13,"",
3,2,125,10,"",
3,3,125,10,"",
105,1,35,8,"",
105,2,40,11,"",
105,3,40,10,"",
105,4,40,7,"",
110,1,0,10,"",
110,2,0,8,"",
110,3,0,6,"",
101,1,40,10,"",
101,2,40,9,"",
101,3,40,8,"",
53,1,60,12,"",
53,2,60,10,"",
53,3,60,10,"",
68,1,135,15,"",
68,2,135,12,"",
68,3,135,11,"",
27,1,40,6,"",
27,2,40,12,"",
27,3,30,12,"",
27,4,40,11,"",
60,1,20,17,"",
60,2,20,16,"",
60,3,20,12,"",
40,1,225,5,"",
40,2,225,4,"",
40,3,225,3,"",
72,1,60,14,"",
72,2,70,9,"",
72,3,70,7,"",
4,1,120,12,"",
4,2,120,11,"",
4,3,120,9,"",
19,1,90,8,"",
19,2,180,3,"",
19,3,230,9,"",
103,1,30,12,"",
103,2,30,10,"",
103,3,30,9,"",
5,1,145,4,"",10
5,2,145,2,"",
5,3,145,1,"",
32,1,30,6,"",
32,2,40,11,"",
32,3,40,11,"",
32,4,40,9,"",
34,1,45,6,"",
34,2,35,10,"",
34,3,35,11,"",
12,1,22,11,"",
12,2,22,10,"",
12,3,22,10,"",
73,1,0,10,"",
73,2,0,9,"",
73,3,0,8,"",
35,1,45,8,"",
35,2,85,8,"",
35,3,85,11,"",
35,4,85,10,"",
13,1,0,8,"",
13,2,0,7,"",
13,3,0,4,"",
114,1,35,4,"",
114,2,25,12,"",
114,3,25,12,"",
114,4,25,10,"",
38,1,20,12,"",
38,2,20,11,"",
38,3,20,9,"",
106,1,165,13,"",
106,2,165,12,"",
106,3,165,9,"",
78,1,33,12,"",
78,2,33,10,"",
78,3,33,9,"",
1,1,205,5,"",8.5
1,2,205,3,"",
1,3,185,1,"",
19,1,90,8,"",
19,2,230,10,"",
19,3,230,9,"",
19,4,230,9,"",
3,1,100,11,"",
3,2,85,10,"",
3,3,85,10,"",
20,1,145,11,"",
20,2,135,9,"",
20,3,135,9,"",
105,1,35,8,"",
105,2,40,10,"",
105,3,40,9,"",
105,4,40,7,"",
68,1,145,10,"",
68,2,145,10,"",
68,3,145,9,"",
53,1,70,9,"",
53,2,60,10,"",
53,3,60,8,"",
101,1,30,17,"",
101,2,40,14,"",
101,3,40,11,"",
110,1,0,10,"",
110,2,0,8,"",
110,3,0,7,"",
27,1,30,14,"",
27,2,30,12,"",
27,3,30,12,"",
60,1,25,10,"",
60,2,25,9,"",
60,3,25,8,"",
40,1,235,3,"",
40,2,235,2,"",
40,3,235,2,"",
72,1,50,8,"",
72,2,70,8,"",
72,3,70,7,"",
72,4,70,6,"",
57,1,90,8,"",
57,2,160,10,"",
57,3,160,8,"",
57,4,160,9,"",
103,1,30,8,"",
103,2,35,12,"",
103,3,35,10,"",
103,4,35,8,"",
5,1,145,3,"",
5,2,145,2,"",
5,3,135,4,"",
32,1,30,8,"",
32,2,40,11,"",
32,3,40,9,"",
34,1,35,8,"",
34,2,45,11,"",
34,3,45,10,"",
34,4,45,6,"",
28,1,27.5,15,"",
28,2,33,12,"",
28,3,33,12,"",
73,1,0,8,"",
73,2,0,7,"",
73,3,0,6,"",
103,1,35,13,"",
103,2,35,12,"",
103,3,35,11,"",
1,1,210,3,"",
1,2,210,2,"",
1,3,210,2,"",
19,1,230,10,"",
19,2,230,8,"",
19,3,230,8,"",
103,1,30,12,"",
103,2,30,10,"",
103,3,30,10,"",
3,1,90,14,"",
3,2,90,12,"",
3,3,100,14,"",
72,1,70,14,"",
72,2,80,6,"",
72,3,80,14,"",
35,1,45,8,"",
35,2,95,8,"",
35,3,95,7,"",
35,4,95,7,"",
13,1,0,7,"",
13,2,0,6,"",
13,3,0,4,"",
114,1,35,12,"",
114,2,35,11,"",
114,3,35,9,"",
106,1,165,13,"",
106,2,165,11,"",
106,3,165,11,"",
38,1,20,10,"",
38,2,20,11,"",
38,3,20,8,"",
78,1,33,12,"",
78,2,33,11,"",
78,3,33,11,"",
105,1,35,8,"",
105,2,45,8,"",
105,3,50,5,"",
105,4,50,4,"",
110,1,0,8,"",
110,2,0,7,"",
110,3,0,6,"",
101,1,40,10,"",
101,2,40,11,"",
101,3,40,10,"",
53,1,70,12,"",
53,2,70,11,"",
53,3,70,10,"",
68,1,145,8,"",
68,2,135,10,"",
68,3,135,9,"",
27,1,30,6,"",
27,2,40,10,"",
27,3,40,10,"",
27,4,40,9,"",
60,1,22.5,11,"",
60,2,22.5,11,"",
60,3,22.5,10,"",
40,1,245,2,"",
40,2,225,4,"",
40,3,225,2,"",
72,1,70,8,"",
72,2,75,10,"",
72,3,75,8,"",
72,4,70,7,"",
47,1,45,13,"",
47,2,45,12,"",
47,3,45,11,"",
4,1,140,11,"",
4,2,140,9,"",
4,3,140,8,"",
57,1,90,8,"",
57,2,160,8,"",8
57,3,180,7,"",9
57,4,180,5,"",
47,1,45,10,"",
47,2,45,10,"",
47,3,45,9,"",
5,1,145,4,"",9.5
5,2,145,2,"",
5,3,135,1,"",
32,1,35,8,"",
32,2,40,11,"",
32,3,40,9,"",
32,4,40,8,"",
28,1,33,14,"",
28,2,33,13,"",
28,3,33,13,"",
34,1,35,8,"",
34,2,45,9,"",
34,3,45,6,"",
73,1,0,9,"",
73,2,0,7,"",
73,3,0,6,"",
35,1,45,8,"",
35,2,95,11,"",
35,3,95,10,"",
35,4,95,9,"",
13,1,0,8,"",
13,2,0,5,"",
13,3,0,4,"",
45,1,45,7,"",
45,2,45,7,"",
45,3,45,6,"",
45,4,45,6,"",
46,1,90,8,"",
46,2,90,10,"",
46,3,90,9,"",
38,1,20,11,"",
38,2,20,10,"",
38,3,20,8,"",
39,1,40,12,"",
39,2,40,11,"",
39,3,40,11,"",
1,1,200,4,"",
1,2,200,2,"",
1,3,200,1,"",
19,1,270,6,"",
19,2,270,7,"",
19,3,270,5,"",
20,1,145,11,"",
20,2,145,9,"",
20,3,145,8,"",
47,1,45,12,"",
47,2,45,11,"",
47,3,45,11,"",
48,1,37.5,5,"",
48,2,37.5,11,"",
48,3,37.5,9,"",
48,4,37.5,7,"",
62,1,10,10,"",
62,2,10,8,"",
62,3,10,8,"",
71,1,15,11,"",
71,2,15,10,"",
71,3,15,8,"",
27,1,30,15,"",
27,2,35,13,"",
27,3,35,11,"",
60,1,22.5,10,"",
60,2,22.5,8,"",
60,3,22.5,8,"",
47,1,45,14,"",
47,2,45,12,"",
47,3,45,12,"",
40,1,245,4,"",
40,2,275,1,"",
40,3,275,1,"",
19,1,270,7,"",
19,2,270,6,"",
72,1,80,10,"",
72,2,80,9,"",
72,3,80,8,"",
5,1,150,2,"",
5,2,140,4,"",
5,3,140,4,"",
34,1,45,8,"",
34,2,45,6,"",
34,3,45,6,"",
32,1,37.5,10,"",
32,2,37.5,9,"",
32,3,37.5,10,"",
28,1,33,15,"",
28,2,33,13,"",
28,3,33,12,"",
73,1,0,8,"",
73,2,0,7,"",
73,3,0,7,"",
103,1,30,14,"",
103,2,30,12,"",
103,3,30,11,"",
35,1,45,8,"",
35,2,95,6,"",
35,3,95,10,"",
35,4,95,9,"",
114,1,40,8,"",
114,2,40,7,"",
114,3,40,7,"",
38,1,20,13,"",
38,2,20,12,"",
38,3,20,12,"",
78,1,33,12,"",
78,2,33,10,"",
78,3,33,10,"",
1,1,45,7,"",
1,2,115,4,"",
1,3,155,2,"",
1,4,185,1,"",
1,5,210,3,"",9
1,6,210,2,"",
1,7,210,1,"",
47,1,45,14,"",
47,2,45,11,"",
47,3,45,9,"",
72,1,80,10,"",
72,2,80,8,"",
72,3,80,6,"",
3,1,100,15,"",
3,2,120,12,"",
3,3,120,13,"",
20,1,145,10,"",
20,2,145,9,"",
105,1,35,8,"",
105,2,50,9,"",
105,3,50,6,"",
105,4,50,5,"",
53,1,70,12,"",
53,2,70,8,"",
53,3,70,8,"",
68,1,155,11,"",
68,2,155,8,"",
68,3,155,7,"",
101,1,40,15,"",
101,2,50,13,"",
101,3,50,11,"",
27,1,40,11,"",
27,2,40,10,"",
27,3,40,9,"",
60,1,22.5,11,"",
60,2,22.5,9,"",
60,3,22.5,8,"",
47,1,45,13,"",
47,2,45,11,"",
47,3,45,10,"",
47,4,45,10,"",
40,1,250,3,"",
40,2,250,3,"",
40,3,250,2,"",
72,1,60,8,"",
72,2,70,10,"",
72,3,70,8,"",
72,4,70,6,"",
5,1,150,2,"",
5,2,140,5,"",
5,3,140,3,"",
32,1,35,6,"",
32,2,40,10,"",
32,3,40,8,"",
32,4,40,8,"",
34,1,45,8,"",
34,2,45,6,"",
34,3,45,6,"",
63,1,11,13,"",
63,2,11,13,"",
63,3,11,12,"",
73,1,0,8,"",
73,2,0,6,"",
73,3,0,6,"",
35,1,45,8,"",
35,2,95,10,"",
35,3,95,9,"",
35,4,95,7,"",
114,1,35,12,"",
114,2,35,11,"",
114,3,35,10,"",
106,1,165,10,"",
106,2,165,8,"",
106,3,165,7,"",
55,1,145,7,"",
55,2,145,5,"",
55,3,125,8,"",
38,1,20,12,"",
38,2,20,10,"",
38,3,20,9,"",
103,1,25,15,"",
103,2,25,14,"",
103,3,25,12,"",
1,1,45,7,"",
1,2,115,4,"",
1,3,155,2,"",
1,4,185,1,"",
1,5,205,2,"",
1,6,185,3,"",
1,7,185,2,"",
19,1,250,6,"",
19,2,250,8,"",
19,3,250,6,"",
20,1,155,8,"",
20,2,155,11,"",
20,3,155,9,"",
105,1,35,8,"",
105,2,50,7,"",
105,3,50,4,"",
105,4,50,5,"",
101,1,45,10,"",
101,2,45,11,"",
101,3,45,8,"",
62,1,11,8,"",
62,2,11,9,"",
62,3,11,7,"",
71,1,16.5,10,"",
71,2,16.5,9,"",
71,3,16.5,6,"",
68,1,145,10,"",
68,2,115,14,"",
68,3,115,13,"",
47,1,45,14,"",
47,2,45,12,"",
47,3,45,8,"",
60,1,22.5,10,"",
60,2,22.5,10,"",
60,3,22.5,9,"",
63,1,15,9,"",
63,2,15,9,"",
63,3,15,9,"",
40,1,185,3,"",
40,2,185,9,"",
40,3,185,8,"",
47,1,45,12,"",
47,2,45,9,"",
47,3,45,9,"",
4,1,120,6,"",
4,2,120,6,"",
4,3,120,6,"",
5,1,135,3,"",
5,2,135,2,"",
102,1,35,7,"",
102,2,35,8,"",
102,3,25,6,"",
28,1,33,10,"",
28,2,33,10,"",
28,3,33,10,"",
35,1,45,8,"",
35,2,95,10,"",
35,3,95,9,"",
35,4,95,7,"",
5,1,150,3,"",
5,2,120,10,"",
5,3,120,7,"",
48,1,25,8,"",
48,2,35,2,"",
48,3,35,10,"",
48,4,35,6,"",
48,5,35,5,"",
115,1,20,8,"",
115,2,15,10,"",
116,1,0,6,"",
116,2,0,10,"",
116,3,0,10,"",
28,1,70,8,"",
28,2,80,8,"",
28,3,80,8,"",
117,1,50,6,"",
117,2,50,8,"",
117,3,50,6,"",
63,1,0,10,"Stand at about a 45, kind of brace the shoulder to activate Tricep ",
63,2,0,10,"",
37,1,55,10,"",
37,2,66,10,"",
37,3,88,10,"",
37,4,99,10,"",
37,5,99,9,"",
37,6,77,5,"",
114,1,35,10,"",
114,2,35,8,"",
114,3,35,6,"",
50,1,27.5,10,"",
50,2,38.5,12,"",
50,3,38.5,12,"",
82,1,27.5,6,"",
82,2,27.5,12,"",
82,3,27.5,10,"",
82,4,27.5,9,"",
39,1,45,10,"",
39,2,45,8,"",
39,3,45,6,"",
18,1,30,8,"",
18,2,45,6,"",
18,3,45,6,"",
1,1,45,7,"",
1,2,115,3,"",
1,3,155,2,"",
1,4,185,1,"",
1,5,200,2,"",9
1,6,155,2,"",
1,7,142,4,"",
20,1,135,4,"",
20,2,155,11,"",
20,3,155,10,"",
72,1,50,10,"",
72,2,60,8,"",
72,3,60,7,"",8.5
3,1,100,14,"",
3,2,110,12,"",
3,3,110,9,"",
47,1,45,10,"",
47,2,45,9,"",
47,3,45,9,"",
13,1,0,4,"",
13,2,0,8,"",
13,3,0,6,"",
23,1,85,6,"",
23,2,115,6,"",
23,3,115,5,"",
23,4,85,10,"",
62,1,11,8,"",
62,2,11,6,"",
62,3,11,5,"",
91,1,30,12,"",
91,2,30,11,"",
91,3,30,10,"",
38,1,20,9,"",
38,2,20,8,"",
38,3,20,8,"",
9,1,0,6,"",
9,2,0,8,"",
40,1,255,5,"",
40,2,215,8,"",
40,3,215,5,"",
76,1,70,8,"",
76,2,70,7,"",
76,3,50,10,"",
72,1,50,10,"",
72,2,60,8,"",
72,3,60,6,"",
3,1,100,12,"",
3,2,100,12,"",
3,3,100,12,"",
47,1,45,10,"",
47,2,45,9,"",
47,3,45,7,"",
5,1,150,1,"",
5,2,125,1,"",
48,1,30,8,"",
48,2,35,8,"",
48,3,35,6,"",
48,4,35,5,"",
116,1,11,9,"",
116,2,11,5,"",
116,3,11,4,"",
115,1,20,11,"",
115,2,20,11,"",
28,1,27.5,8,"",
28,2,33,8,"",
28,3,33,8,"",
73,1,22,8,"",
73,2,22,8,"",
73,3,22,8,"",
63,1,0,8,"",
63,2,0,8,"",
37,1,55,10,"",
37,2,77,10,"",
37,3,88,10,"",
37,4,99,10,"",
37,5,99,10,"",
37,6,99,7,"",
50,1,27.5,10,"",
50,2,38.5,10,"",
50,3,38.5,9,"",
82,1,22,6,"",
82,2,27.5,13,"",
82,3,27.5,12,"",
82,4,27.5,11,"",
35,1,45,8,"",
35,2,95,10,"",
35,3,95,9,"",
35,4,95,7,"",
39,1,40,12,"",
39,2,40,10,"",
39,3,40,9,"",
103,1,20,15,"",
103,2,25,12,"",
18,1,45,12,"",
18,2,45,10,"",
18,3,45,8,"",
1,1,45,7,"",
1,2,115,3,"",
1,3,155,2,"",
1,4,185,1,"",
1,5,205,1,"",
1,6,145,5,"",
1,7,145,5,"",
20,1,95,6,"",
20,2,155,8,"",
20,3,155,7,"",
22,1,30,10,"",
22,2,30,4,"",
72,1,50,10,"",
72,2,50,8,"",
13,1,0,4,"",
13,2,0,8,"",
13,3,0,7,"",
23,1,45,8,"",
23,2,85,4,"",
23,3,115,6,"",
23,4,115,5,"",
23,5,85,12,"",
91,1,30,12,"",
91,2,30,12,"",
91,3,30,11,"",
62,1,11,7,"",
62,2,11,6,"",
62,3,11,6,"",
9,1,0,12,"",
9,2,0,10,"",
40,1,95,4,"",
40,2,135,3,"",
40,3,185,2,"",
40,4,225,1,"",
40,5,260,3,"",
40,6,215,8,"",
40,7,215,5,"",
76,1,50,8,"",
76,2,50,6,"",
72,1,50,8,"",
72,2,50,6,"",
89,1,0,10,"",
89,2,0,10,"",
89,3,0,10,"",
3,1,100,13,"",
3,2,100,12,"",
3,3,100,11,"",
5,1,145,2,"",8.5
5,2,125,8,"",8.5
5,3,125,7,"",8.5
48,1,30,8,"",
48,2,35,8,"",
48,3,35,6,"",
48,4,35,5,"",
116,1,11,11,"",
116,2,11,9,"",
116,3,11,6,"",
115,1,15,16,"",
115,2,20,12,"",
28,1,35,11,"",
28,2,35,10,"",
28,3,35,9,"",
73,1,22,10,"",
73,2,22,9,"",
73,3,22,9,"",
63,1,11,7,"",
63,2,11,6,"",
37,1,66,10,"",
37,2,77,10,"",
37,3,88,10,"",
37,4,99,10,"",
37,5,99,10,"",
37,6,77,8,"",
50,1,38.5,11,"",
50,2,38.5,10,"",
50,3,38.5,8,"",
82,1,22,8,"",
82,2,27.5,14,"",
82,3,27.5,13,"",
82,4,27.5,11,"",
114,1,35,10,"",
114,2,35,10,"",
114,3,35,8,"",
18,1,40,10,"",
18,2,40,13,"",
18,3,40,9,"",
39,1,45,10,"",
39,2,45,7,"",
39,3,45,7,"",
1,1,45,7,"",
1,2,115,2,"",
1,3,155,2,"",
1,4,185,1,"",
1,5,195,2,"",
1,6,150,5,"",
1,7,150,4,"",
72,1,50,6,"",
72,2,70,8,"",
72,3,70,6,"",
72,4,70,6,"",
47,1,45,9,"",
47,2,45,11,"",
47,3,45,8,"",
22,1,30,10,"",
22,2,30,10,"",
13,1,0,3,"",
13,2,0,10,"",
13,3,0,8,"",
23,1,45,10,"",
23,2,85,4,"",
23,3,120,6,"",
23,4,115,6,"",
23,5,75,12,"",
91,1,30,8,"",
91,2,30,8,"",
62,1,0,8,"",
62,2,0,5,"",
40,1,95,5,"",
40,2,135,4,"",
40,3,185,2,"",
40,4,225,1,"",
40,5,260,2,"",
40,6,215,5,"",
40,7,215,2,"",
57,1,90,3,"",
57,2,90,12,"",
57,3,90,11,"",
57,4,90,10,"",
72,1,50,6,"",
72,2,70,8,"",
72,3,70,5,"",
72,4,60,8,"",
51,1,80,14,"",
51,2,80,13,"",
51,3,80,13,"",
3,1,100,13,"",
3,2,100,13,"",
3,3,110,11,"",
5,1,145,2,"",
5,2,125,9,"",
5,3,125,8,"",
105,1,35,3,"",
105,2,35,9,"",
105,3,35,7,"",
105,4,35,5,"",
115,1,20,16,"",
115,2,20,8,"",
116,1,11,10,"",
116,2,11,8,"",
116,3,11,7,"",
28,1,38.5,9,"",
28,2,38.5,8,"",
28,3,38.5,8,"",
73,1,22,8,"",
73,2,25,8,"",
73,3,25,8,"",
63,1,11,8,"",
63,2,11,6,"",
37,1,77,10,"",
37,2,88,10,"",
37,3,99,10,"",
37,4,110,8,"",8.5
37,5,110,9,"",9.5
37,6,88,5,"",9.5
114,1,35,10,"",9
114,2,35,8,"",
114,3,35,8,"",
50,1,35,8,"",
50,2,35,14,"",
50,3,35,11,"",
82,1,27.5,13,"",
82,2,27.5,14,"",
82,3,27.5,14,"",
39,1,45,11,"",
39,2,45,9,"",
39,3,45,9,"",
18,1,40,10,"",
18,2,40,9,"",
1,1,45,7,"",
1,2,95,4,"",
1,3,135,2,"",
1,4,155,2,"",
1,5,185,2,"",
1,6,145,3,"",
1,7,145,4,"",
20,1,95,6,"",
20,2,135,11,"",
20,3,135,10,"",
22,1,32.5,10,"",
22,2,32.5,10,"",10
72,1,50,11,"",
72,2,50,4,"",
72,3,50,3,"",
13,1,0,3,"",
13,2,0,8,"",
13,3,0,7,"",
32,1,35,8,"",
32,2,40,12,"",
32,3,40,11,"",
32,4,40,5,"",
91,1,35,10,"",
91,2,35,8,"",
91,3,35,8,"",
62,1,0,7,"",
62,2,0,7,"",
62,3,0,5,"",
107,1,50,10,"",
107,2,50,10,"",
107,3,50,8,"",
9,1,0,13,"",
9,2,0,10,"",
51,1,80,15,"",
51,2,100,12,"",
51,3,100,11,"",
47,1,45,14,"",
47,2,45,12,"",
40,1,95,5,"",
40,2,135,3,"",
40,3,185,2,"",
40,4,225,3,"",
40,5,260,1,"",
76,1,50,10,"",
76,2,50,4,"",
4,1,140,6,"",
4,2,120,4,"",
72,1,50,10,"",
72,2,60,8,"",
1,1,45,7,"",
1,2,95,3,"",
1,3,135,2,"",
1,4,165,3,"",
1,5,135,5,"",
1,6,135,5,"",
20,1,95,5,"",
20,2,155,10,"",
20,3,155,9,"",
51,1,100,13,"",
51,2,100,12,"",
51,3,100,11,"",
3,1,100,12,"",
3,2,110,8,"",
3,3,110,8,"",
37,1,77,10,"",
37,2,88,10,"",
37,3,99,5,"",
37,4,99,10,"",
37,5,99,8,"",
37,6,77,5,"",
114,1,35,8,"",
114,2,25,11,"",
114,3,25,11,"",
50,1,27.5,8,"",
50,2,33,10,"",
50,3,30,10,"",
82,1,27.5,14,"",
82,2,30,12,"",
82,3,30,11,"",
107,1,50,8,"",
107,2,50,7,"",
107,3,50,6,"",
39,1,40,8,"",
39,2,40,10,"",
39,3,40,10,"",
13,1,0,3,"",
13,2,0,7,"",
13,3,0,6,"",
23,1,45,8,"",
23,2,85,3,"",
23,3,115,5,"",
23,4,115,3,"",
23,5,85,11,"",
91,1,30,5,"",
91,2,30,12,"",
91,3,30,10,"",
91,4,30,8,"",
62,1,0,7,"",
62,2,0,5,"",
62,3,0,3,"",
38,1,20,7,"",
38,2,20,7,"",
40,1,95,5,"",
40,2,135,3,"",
40,3,185,2,"",
40,4,225,1,"",
40,5,260,3,"",
19,1,250,9,"",
19,2,250,8,"",
19,3,250,6,"",
72,1,60,8,"",
72,2,60,6,"",
72,3,60,4,"",
3,1,110,13,"",
3,2,120,10,"",
3,3,120,9,"",
47,1,45,13,"",
47,2,45,11,"",
47,3,45,9,"",
5,1,45,8,"",
5,2,95,5,"",
5,3,115,1,"",
5,4,145,2,"",
5,5,115,8,"",
5,6,115,5,"",
48,1,30,5,"",
48,2,35,6,"",
48,3,35,5,"",
116,1,11,10,"",
116,2,11,8,"",
116,3,11,7,"",
115,1,20,16,"",
115,2,20,12,"",
12,1,25,13,"",
12,2,25,12,"",
12,3,25,11,"",
37,1,66,10,"",
37,2,77,10,"",
37,3,88,8,"",
37,4,88,10,"",
37,5,88,6,"",
37,6,66,4,"",
114,1,35,10,"",
114,2,35,8,"",
114,3,35,7,"",
50,1,27.5,8,"",
50,2,33,12,"",
50,3,33,11,"",
82,1,30,14,"",
82,2,30,13,"",
82,3,30,12,"",
39,1,45,8,"",
39,2,45,7,"",
39,3,45,5,"",
107,1,50,8,"",
107,2,50,7,"",
107,3,50,6,"",
57,1,90,5,"",
57,2,180,4,"",
57,3,110,5,"",
57,4,110,5,"",
22,1,30,10,"",
22,2,30,10,"",
20,1,95,5,"",
20,2,135,10,"",
20,3,135,10,"",
103,1,25,12,"",
103,2,25,11,"",
103,3,25,11,"",
13,1,0,3,"",
13,2,0,12,"",
13,3,0,7,"",
23,1,45,6,"",
23,2,95,2,"",
23,3,115,5,"",
23,4,95,7,"",
23,5,85,11,"",
91,1,30,11,"",
91,2,30,9,"",
38,1,20,7,"",
38,2,20,7,"",
40,1,95,5,"",
40,2,135,3,"",
40,3,195,1,"",
40,4,245,2,"",
40,5,185,6,"",
40,6,185,4,"",
51,1,100,14,"",
51,2,120,5,"",
51,3,100,11,"",
19,1,230,8,"",
19,2,230,10,"",
47,1,45,12,"",
47,2,45,10,"",
47,3,45,8,"",
25,1,35,10,"",
25,2,45,5,"",
25,3,55,3,"",
25,4,60,5,"",
102,1,25,5,"",
102,2,35,5,"",
102,3,35,4,"",
62,1,0,9,"",
62,2,0,6,"",
62,3,0,5,"",
117,1,22,10,"",
117,2,22,9,"",
117,3,22,13,"",
63,1,11,11,"",
63,2,11,9,"",
63,3,11,8,"",
35,1,45,8,"",
35,2,95,7,"",
35,3,95,6,"",
37,1,66,8,"",
37,2,77,6,"",
37,3,99,3,"",
37,4,105,6,"",
37,5,105,6,"",
39,1,30,8,"",
39,2,50,7,"",
39,3,50,6,"",
39,4,50,4,"",
60,1,22.5,8,"",
60,2,25,6,"",
53,1,70,8,"",
53,2,80,6,"",
53,3,80,7,"",
53,4,80,5,"",
19,1,90,10,"",
19,2,180,6,"",
19,3,270,1,"",
19,4,290,7,"",7.5
3,1,80,7,"",
3,2,100,5,"",
3,3,130,11,"",
3,4,135,10,"",
20,1,95,8,"",
20,2,135,6,"",
20,3,165,2,"",
20,4,185,6,"",
20,5,185,5,"",
103,1,30,13,"",
103,2,30,11,"",
13,1,0,3,"",
13,2,10,5,"",
13,3,15,3,"",
48,1,30,6,"",
48,2,40,3,"",
48,3,45,6,"",
48,4,45,3,"",
46,1,75,8,"",
46,2,90,5,"",
46,3,105,3,"",
46,4,120,5,"",
9,1,0,6,"",
9,2,5,3,"",
9,3,10,7,"",
9,4,10,5,"",
10,1,12,8,"",
10,2,15,6,"",
10,3,15,8,"",
10,4,15,7,"",
118,1,20,8,"",
118,2,30,7,"",
28,1,60,10,"",
28,2,80,8,"",
19,1,140,10,"",
19,2,230,6,"",
19,3,320,2,"",
19,4,370,390,"",
22,1,35,5,"",
22,2,40,6,"",
22,3,40,7,"",
4,1,70,8,"",
4,2,70,10,"",
47,1,45,12,"",
47,2,45,11,"",
47,3,45,11,"",
25,1,35,10,"",
25,2,45,3,"",
25,3,55,2,"",
25,4,60,5,"",
62,1,0,10,"",
62,2,0,8,"",
62,3,0,74,"",
102,1,25,5,"",
102,2,35,7,"",
102,3,35,4,"",
117,1,25,10,"",
117,2,27,8,"",
63,1,14,5,"",
63,2,14,3,"",
103,1,30,12,"",
103,2,35,8,"",
103,3,35,7,"",
37,1,66,8,"",
37,2,77,6,"",
37,3,99,5,"",
37,4,110,7,"",
37,5,110,6,"",
37,6,110,6,"",
35,1,45,8,"",
35,2,85,8,"",
35,3,85,7,"",
71,1,16.5,8,"",
71,2,16.5,9,"",
71,3,16.5,8,"",
39,1,30,8,"",
39,2,50,9,"",
39,3,50,5,"",
60,1,25,7,"",
19,1,180,8,"",
19,2,270,3,"",
19,3,360,2,"",
19,4,380,8,"",
47,1,45,10,"",
47,2,55,10,"",
47,3,55,8,"",
47,4,55,8,"",
20,1,95,8,"",
20,2,135,5,"",
20,3,185,5,"",
20,4,185,6,"",
51,1,120,8,"",
51,2,120,6,"",
51,3,120,6,"",
3,1,105,3,"",
3,2,125,12,"",
3,3,125,13,"",
48,1,30,6,"",
48,2,40,2,"",
48,3,45,4,"",
48,4,45,3,"",
13,1,0,3,"",
13,2,0,6,"",
13,3,0,5,"",
9,1,0,8,"",
9,2,0,5,"",
46,1,77,8,"",
46,2,88,4,"",
46,3,99,8,"",
62,1,0,9,"",
62,2,0,7,"",
28,1,33,6,"",
28,2,35,8,"",
28,3,35,6,"",
118,1,25,6,"",
118,2,30,4,"",
40,1,95,5,"",
40,2,135,3,"",
40,3,185,2,"",
40,4,225,1,"",
40,5,225,2,"",
22,1,30,4,"",
22,2,35,3,"",
22,3,45,8,"",
22,4,45,6,"",
72,1,40,6,"",
72,2,50,3,"",
72,3,60,7,"",
72,4,60,5,"",
103,1,25,10,"",
